transaction_id,customer_id,account_id,account_age_days,customer_risk_score,kyc_status,transaction_amount,transaction_datetime,transaction_type,transaction_channel,merchant_id,merchant_category,currency,is_international,transaction_city,transaction_state,ip_address,device_id,device_type,geo_distance_from_last_txn_km,location_match_with_profile,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_last_7days,current_vs_avg_amount_ratio,failed_login_attempts,is_night_transaction,receiver_id,receiver_bank,receiver_account_type,relationship_with_customer,fraud,fraud_type,report_source
TXN007608,CUST722,ACC41786,462,6,verified,7547,2025-01-03 21:30:00,pos,mobile,MRC8084,Grocery,INR,no,Chandigarh,CH,103.0.201.72,DEV_51493,Web,3.24,yes,4,18,16384,0.46,1,no,RCV9559,ICICI,Savings,High-risk,no,none,none
TXN007609,CUST393,ACC84356,56,33,verified,191679,2025-01-26 15:16:00,imps,atm,MRC8055,Clothing,INR,no,Gurgaon,HR,103.108.105.166,DEV_56791,Web,49.87,yes,7,26,16856,11.37,1,yes,RCV3174,ICICI,Wallet,New,no,none,none
TXN007610,CUST688,ACC46244,1621,85,pending,148368,2025-02-09 07:25:00,credit,mobile,MRC9105,Food,INR,no,Chennai,TN,103.206.20.105,DEV_41608,iOS,32.16,yes,0,9,6806,21.8,1,yes,RCV7452,SBI,Wallet,New,no,none,none
TXN007611,CUST448,ACC84714,1129,38,verified,2560,2025-01-16 16:33:00,credit,atm,MRC9610,Grocery,INR,no,Chennai,TN,103.155.62.180,DEV_41119,Web,67.13,yes,9,7,19761,0.13,4,no,RCV4078,SBI,Savings,High-risk,no,none,none
TXN007612,CUST246,ACC77261,947,44,verified,53590,2025-01-23 18:45:00,atm,branch,MRC2263,Grocery,INR,no,Kolkata,WB,103.147.176.96,DEV_16549,iOS,16.62,yes,5,35,17201,3.12,0,no,RCV4862,HDFC,Wallet,High-risk,yes,UPI phishing,system_alert
TXN007613,CUST166,ACC28477,40,17,incomplete,120271,2025-01-29 23:25:00,credit,branch,MRC1196,Online Marketplace,INR,no,Ahmedabad,GJ,103.190.47.96,DEV_80126,Web,89.6,yes,0,12,13087,9.19,5,no,RCV2482,ICICI,Savings,High-risk,no,none,none
TXN007614,CUST619,ACC56533,543,31,verified,112690,2025-02-01 03:17:00,debit,pos,MRC2290,Bills,INR,no,Bengaluru,KA,103.44.162.3,DEV_42858,iOS,46.64,no,1,22,18054,6.24,5,no,RCV2559,ICICI,Current,Unknown,no,none,none
TXN007615,CUST221,ACC44469,26,37,verified,151275,2025-01-31 03:44:00,pos,pos,MRC2074,Fuel,INR,no,Nagpur,MH,103.51.91.237,DEV_90653,Android,55.45,yes,3,37,28447,5.32,5,no,RCV8605,KOTAK,Current,Unknown,no,none,none
TXN007616,CUST439,ACC18496,1245,11,verified,187555,2025-01-04 08:06:00,imps,pos,MRC6852,Food,INR,no,Mumbai,MH,103.116.251.43,DEV_80704,Android,29.43,yes,0,37,12426,15.09,1,no,RCV1245,AXIS,Current,Known,no,none,none
TXN007617,CUST274,ACC22270,1693,92,verified,176078,2025-01-27 02:51:00,imps,internet,MRC8535,Travel,INR,no,Chandigarh,CH,103.163.20.196,DEV_83111,Web,90.59,yes,3,39,28096,6.27,2,no,RCV3122,ICICI,Current,High-risk,no,none,none
TXN007618,CUST790,ACC86008,1268,5,verified,190313,2025-02-02 07:48:00,atm,atm,MRC4437,Grocery,INR,no,Bengaluru,KA,103.141.114.11,DEV_78675,Android,10.23,yes,8,31,28188,6.75,4,no,RCV3249,SBI,Savings,New,no,none,none
TXN007619,CUST696,ACC30724,401,64,verified,49426,2025-01-20 01:47:00,credit,branch,MRC9429,Bills,INR,no,Chandigarh,CH,103.197.218.163,DEV_99876,iOS,42.97,yes,1,18,15165,3.26,4,no,RCV3040,KOTAK,Savings,Known,no,none,none
TXN007620,CUST550,ACC40416,1016,76,verified,124692,2025-01-23 20:03:00,atm,atm,MRC1945,Online Marketplace,INR,no,Jaipur,RJ,103.139.64.197,DEV_68105,Android,41.01,no,7,4,12729,9.8,3,no,RCV2587,HDFC,Wallet,Unknown,no,none,none
TXN007621,CUST656,ACC45575,363,3,verified,125999,2025-02-09 12:36:00,debit,internet,MRC7466,Food,INR,no,Surat,GJ,103.87.80.162,DEV_66063,iOS,79.07,yes,9,2,27092,4.65,2,no,RCV8223,SBI,Savings,Unknown,no,none,none
TXN007622,CUST235,ACC91190,314,56,incomplete,175195,2025-01-12 13:42:00,atm,internet,MRC9898,Food,INR,no,Chandigarh,CH,103.196.230.250,DEV_77710,iOS,75.69,yes,2,28,699,250.28,0,no,RCV8668,AXIS,Wallet,Known,no,none,none
TXN007623,CUST954,ACC86614,1632,63,verified,80965,2025-02-04 10:45:00,imps,branch,MRC9203,Fuel,INR,no,Nagpur,MH,103.72.169.15,DEV_12066,Android,290.62,yes,0,9,25790,3.14,4,no,RCV7950,BOB,Savings,High-risk,no,none,none
TXN007624,CUST115,ACC83108,1583,38,verified,121528,2025-02-06 08:45:00,neft,branch,MRC3986,Food,INR,no,Bengaluru,KA,103.188.135.209,DEV_21921,iOS,9.43,no,8,12,14496,8.38,5,yes,RCV7968,BOB,Wallet,Unknown,no,none,none
TXN007625,CUST432,ACC27408,1598,54,verified,33561,2025-01-15 15:27:00,neft,pos,MRC8148,Travel,INR,no,Pune,MH,103.30.60.184,DEV_45826,iOS,87.44,yes,4,7,24108,1.39,5,no,RCV1446,AXIS,Savings,New,no,none,none
TXN007626,CUST294,ACC29359,1573,2,incomplete,6076,2025-02-02 00:48:00,atm,internet,MRC6471,Food,INR,no,Ahmedabad,GJ,103.209.173.110,DEV_99962,Android,156.74,yes,7,19,10037,0.61,4,no,RCV4336,HDFC,Current,Unknown,no,none,none
TXN007627,CUST595,ACC18698,1622,90,verified,52549,2025-01-15 11:28:00,imps,pos,MRC6909,Fuel,INR,no,Jaipur,RJ,103.41.149.115,DEV_91285,iOS,206.46,no,6,38,28110,1.87,1,no,RCV8033,BOB,Current,Known,no,none,none
TXN007628,CUST108,ACC80392,1958,2,verified,135540,2025-01-21 04:01:00,upi,branch,MRC1166,Clothing,INR,no,Nagpur,MH,103.185.215.83,DEV_29657,Web,24.93,yes,0,35,27146,4.99,0,yes,RCV2537,BOB,Wallet,Known,no,none,none
TXN007629,CUST927,ACC49492,518,12,verified,134195,2025-02-04 08:12:00,debit,internet,MRC4163,Grocery,INR,no,Nagpur,MH,103.248.113.83,DEV_45399,Web,129.85,yes,4,24,15385,8.72,2,no,RCV2569,HDFC,Savings,High-risk,no,none,none
TXN007630,CUST433,ACC84781,721,40,verified,91421,2025-01-29 22:36:00,pos,internet,MRC5063,Food,INR,no,Chennai,TN,103.54.241.16,DEV_23251,iOS,19.22,yes,8,17,9349,9.78,5,no,RCV8873,BOB,Wallet,Unknown,no,none,none
TXN007631,CUST432,ACC53634,1428,2,verified,107535,2025-01-05 04:42:00,debit,mobile,MRC2840,Food,INR,no,Bhopal,MP,103.193.45.161,DEV_51824,Web,85.5,yes,0,25,27254,3.95,2,no,RCV4657,ICICI,Wallet,New,no,none,none
TXN007632,CUST426,ACC52864,1464,80,verified,61991,2025-01-04 12:26:00,imps,internet,MRC6646,Electronics,INR,no,Nagpur,MH,103.37.114.15,DEV_21024,Android,314.33,yes,9,2,3103,19.97,2,no,RCV6930,HDFC,Current,New,no,none,none
TXN007633,CUST114,ACC47355,694,94,verified,47764,2025-01-23 21:22:00,neft,pos,MRC5191,Travel,INR,no,Nagpur,MH,103.102.90.189,DEV_73796,Android,88.84,yes,5,23,15066,3.17,2,no,RCV7009,BOB,Current,Unknown,yes,UPI phishing,customer_complaint
TXN007634,CUST938,ACC47690,795,57,verified,181852,2025-01-01 22:08:00,upi,mobile,MRC6749,Online Marketplace,INR,no,Jaipur,RJ,103.3.185.209,DEV_48228,iOS,44.53,yes,6,33,28152,6.46,5,yes,RCV4496,KOTAK,Current,New,no,none,none
TXN007635,CUST713,ACC47814,1595,47,verified,180417,2025-01-05 10:33:00,credit,internet,MRC8366,Bills,INR,no,Noida,UP,103.254.137.65,DEV_91010,iOS,17.86,yes,4,13,24335,7.41,3,no,RCV4973,HDFC,Current,Known,no,none,none
TXN007636,CUST325,ACC41645,866,36,verified,140694,2025-02-07 03:45:00,atm,mobile,MRC9884,Travel,INR,no,Mumbai,MH,103.58.81.222,DEV_20927,Web,141.52,yes,8,37,12507,11.25,3,no,RCV7637,ICICI,Savings,New,no,none,none
TXN007637,CUST524,ACC94814,186,4,verified,42821,2025-01-28 17:01:00,pos,internet,MRC8282,Online Marketplace,INR,no,Delhi,DL,103.163.103.89,DEV_51851,Web,11.74,yes,0,4,11806,3.63,1,no,RCV1973,HDFC,Savings,Known,no,none,none
TXN007638,CUST889,ACC82739,1439,75,verified,170600,2025-01-10 13:21:00,pos,atm,MRC7971,Online Marketplace,INR,no,Bhopal,MP,103.106.75.130,DEV_64777,iOS,103.23,yes,1,39,18220,9.36,2,yes,RCV9603,HDFC,Wallet,High-risk,yes,Account takeover,customer_complaint
TXN007639,CUST507,ACC66630,310,24,verified,145348,2025-01-10 20:22:00,credit,pos,MRC8048,Travel,INR,no,Indore,MP,103.37.93.35,DEV_36840,Web,155.77,yes,1,18,7516,19.34,5,yes,RCV1182,AXIS,Savings,Unknown,no,none,none
TXN007640,CUST212,ACC58171,454,82,verified,87069,2025-01-10 23:54:00,pos,pos,MRC2129,Online Marketplace,INR,no,Bengaluru,KA,103.187.209.76,DEV_31376,Android,75.88,no,8,25,9296,9.37,1,no,RCV5856,BOB,Wallet,New,no,none,none
TXN007641,CUST527,ACC31658,1772,91,verified,19226,2025-02-09 06:20:00,upi,mobile,MRC6979,Food,INR,no,Hyderabad,TS,103.66.131.11,DEV_99451,Web,57.84,yes,0,1,17130,1.12,5,no,RCV1565,HDFC,Current,High-risk,no,none,none
TXN007642,CUST100,ACC25797,1160,62,verified,1196,2025-01-10 15:23:00,debit,atm,MRC8956,Travel,INR,yes,Mumbai,MH,103.110.138.138,DEV_95270,Android,102.1,yes,8,32,18027,0.07,3,no,RCV1726,SBI,Savings,High-risk,no,none,none
TXN007643,CUST365,ACC68799,1382,2,verified,90211,2025-01-13 11:01:00,credit,mobile,MRC2100,Travel,INR,no,Jaipur,RJ,103.184.170.236,DEV_80786,Android,63.48,yes,7,15,14649,6.16,2,no,RCV1741,BOB,Wallet,New,no,none,none
TXN007644,CUST590,ACC62236,30,15,incomplete,161012,2025-01-16 12:40:00,upi,mobile,MRC8037,Clothing,INR,no,Gurgaon,HR,103.174.148.22,DEV_81761,Android,80.65,yes,9,18,18659,8.63,2,no,RCV7770,SBI,Wallet,High-risk,no,none,none
TXN007645,CUST307,ACC16265,1025,75,verified,54255,2025-02-09 08:41:00,debit,branch,MRC5787,Electronics,INR,no,Hyderabad,TS,103.60.174.80,DEV_48667,iOS,96.26,yes,4,13,1844,29.41,3,no,RCV7124,KOTAK,Current,New,no,none,none
TXN007646,CUST721,ACC82134,720,91,verified,177915,2025-01-22 23:41:00,neft,mobile,MRC1347,Bills,INR,no,Pune,MH,103.64.165.223,DEV_20108,Web,33.3,yes,9,4,12738,13.97,5,no,RCV6553,BOB,Current,Unknown,no,none,none
TXN007647,CUST811,ACC92678,710,49,verified,149659,2025-01-25 22:12:00,credit,internet,MRC7628,Fuel,INR,no,Surat,GJ,103.134.141.192,DEV_55381,iOS,50.0,yes,6,35,14121,10.6,4,no,RCV2088,HDFC,Savings,Unknown,no,none,none
TXN007648,CUST468,ACC63494,1877,87,verified,117530,2025-01-27 03:30:00,pos,branch,MRC1207,Fuel,INR,no,Delhi,DL,103.115.165.49,DEV_32930,iOS,100.84,yes,6,17,16501,7.12,3,no,RCV2632,HDFC,Savings,Unknown,no,none,none
TXN007649,CUST405,ACC62268,1453,35,verified,70365,2025-02-09 01:51:00,neft,branch,MRC8350,Grocery,INR,no,Kolkata,WB,103.200.29.249,DEV_38677,iOS,45.34,yes,1,24,5352,13.14,5,yes,RCV1727,SBI,Wallet,Unknown,yes,Merchant fraud,customer_complaint
TXN007650,CUST111,ACC36998,161,94,verified,106611,2025-01-07 01:20:00,debit,mobile,MRC2545,Bills,INR,no,Ahmedabad,GJ,103.33.25.180,DEV_26154,Android,125.98,yes,8,0,9694,11.0,1,no,RCV2531,AXIS,Current,High-risk,no,none,none
TXN007651,CUST444,ACC71339,1193,47,verified,180449,2025-01-07 00:49:00,imps,branch,MRC6069,Bills,INR,no,Bhopal,MP,103.144.213.234,DEV_29900,Android,84.75,yes,4,8,8803,20.5,0,no,RCV3169,BOB,Wallet,New,no,none,none
TXN007652,CUST564,ACC24306,868,24,verified,64186,2025-01-28 11:10:00,pos,pos,MRC1630,Online Marketplace,INR,yes,Pune,MH,103.146.189.12,DEV_17997,Android,31.6,yes,5,11,1673,38.34,5,no,RCV4718,HDFC,Savings,Known,no,none,none
TXN007653,CUST799,ACC74006,1513,83,verified,31285,2025-02-03 10:04:00,debit,branch,MRC3716,Bills,INR,no,Pune,MH,103.79.43.245,DEV_83429,Android,183.88,yes,0,24,5395,5.8,2,no,RCV1703,SBI,Savings,Unknown,no,none,none
TXN007654,CUST765,ACC57345,1476,60,pending,179065,2025-01-28 03:06:00,debit,branch,MRC9368,Online Marketplace,INR,no,Bengaluru,KA,103.27.232.250,DEV_38217,Web,115.82,yes,3,33,16361,10.94,5,yes,RCV8057,KOTAK,Current,Known,no,none,none
TXN007655,CUST593,ACC21885,105,93,verified,153553,2025-01-05 23:06:00,pos,internet,MRC4359,Bills,INR,no,Gurgaon,HR,103.103.173.209,DEV_41252,Android,18.26,yes,4,9,6465,23.75,4,yes,RCV5161,KOTAK,Savings,Known,yes,Card theft,customer_complaint
TXN007656,CUST467,ACC53826,1385,77,verified,48655,2025-01-25 00:18:00,upi,pos,MRC4366,Online Marketplace,INR,no,Pune,MH,103.232.75.80,DEV_41624,Web,85.09,yes,4,27,23934,2.03,0,yes,RCV1788,BOB,Savings,Known,no,none,none
TXN007657,CUST945,ACC65597,1108,48,verified,185998,2025-01-06 11:54:00,upi,branch,MRC9321,Online Marketplace,INR,no,Indore,MP,103.238.82.105,DEV_36937,iOS,184.63,yes,7,21,3685,50.46,1,no,RCV5400,HDFC,Savings,New,no,none,none
TXN007658,CUST519,ACC17443,887,23,verified,11864,2025-01-14 08:29:00,atm,internet,MRC8881,Electronics,INR,no,Gurgaon,HR,103.57.123.163,DEV_78779,iOS,128.19,yes,1,11,10053,1.18,5,no,RCV4014,SBI,Current,High-risk,no,none,none
TXN007659,CUST988,ACC27084,1627,12,verified,58232,2025-02-05 14:37:00,pos,pos,MRC3705,Online Marketplace,INR,no,Ahmedabad,GJ,103.228.38.146,DEV_56798,iOS,178.79,yes,3,19,26660,2.18,0,no,RCV8067,ICICI,Savings,Known,no,none,none
TXN007660,CUST890,ACC99447,649,41,verified,153054,2025-01-06 02:21:00,upi,branch,MRC5230,Online Marketplace,INR,no,Gurgaon,HR,103.245.107.215,DEV_24620,Web,146.39,yes,9,35,2380,64.28,3,yes,RCV4871,KOTAK,Current,Known,no,none,none
TXN007661,CUST270,ACC14383,1392,29,pending,170347,2025-01-23 23:27:00,imps,mobile,MRC1772,Food,INR,no,Pune,MH,103.218.36.64,DEV_12784,Android,71.88,yes,0,26,25984,6.56,2,no,RCV6971,SBI,Wallet,Unknown,yes,Merchant fraud,customer_complaint
TXN007662,CUST233,ACC44361,1166,70,verified,166292,2025-01-11 16:31:00,imps,branch,MRC5508,Online Marketplace,INR,no,Delhi,DL,103.100.50.175,DEV_68696,iOS,96.13,yes,7,10,23707,7.01,1,no,RCV7844,KOTAK,Current,Unknown,no,none,none
TXN007663,CUST526,ACC90294,409,51,verified,108107,2025-02-04 01:56:00,neft,pos,MRC8725,Online Marketplace,INR,no,Pune,MH,103.147.44.153,DEV_30045,Web,145.31,yes,2,9,18327,5.9,5,no,RCV5536,BOB,Current,Unknown,no,none,none
TXN007664,CUST124,ACC71331,1172,23,verified,138055,2025-01-17 23:50:00,debit,branch,MRC7284,Grocery,INR,no,Noida,UP,103.38.130.75,DEV_57612,Web,61.07,yes,4,5,7914,17.44,4,no,RCV9753,HDFC,Wallet,Unknown,no,none,none
TXN007665,CUST629,ACC30529,255,31,verified,69856,2025-02-06 11:15:00,upi,pos,MRC4761,Travel,INR,no,Surat,GJ,103.160.151.83,DEV_54165,Android,17.63,no,3,4,6376,10.95,1,no,RCV1320,ICICI,Current,High-risk,no,none,none
TXN007666,CUST289,ACC68574,1324,21,verified,28393,2025-01-31 05:29:00,pos,mobile,MRC6234,Grocery,INR,no,Ahmedabad,GJ,103.50.149.185,DEV_38994,Android,3.47,no,1,1,1266,22.41,2,yes,RCV9607,BOB,Current,Unknown,no,none,none
TXN007667,CUST240,ACC98627,121,24,verified,24756,2025-01-26 02:34:00,pos,branch,MRC1899,Fuel,INR,no,Chandigarh,CH,103.251.206.19,DEV_49846,Web,26.43,yes,1,0,13083,1.89,4,no,RCV9612,AXIS,Current,Unknown,no,none,none
TXN007668,CUST654,ACC40932,1748,72,verified,42704,2025-01-21 08:05:00,pos,pos,MRC5521,Bills,INR,no,Gurgaon,HR,103.150.186.86,DEV_33174,iOS,39.34,yes,3,9,23512,1.82,5,no,RCV8325,KOTAK,Current,New,no,none,none
TXN007669,CUST945,ACC11908,1203,9,verified,196882,2025-01-21 08:21:00,atm,internet,MRC6730,Bills,INR,no,Pune,MH,103.242.49.31,DEV_56382,iOS,75.23,yes,4,21,22147,8.89,4,no,RCV7927,AXIS,Current,New,no,none,none
TXN007670,CUST895,ACC40358,1632,22,verified,123655,2025-01-26 01:46:00,upi,branch,MRC1587,Grocery,INR,no,Mumbai,MH,103.51.73.117,DEV_13594,Web,132.63,yes,2,31,21336,5.8,4,no,RCV8854,ICICI,Savings,Known,no,none,none
TXN007671,CUST757,ACC40412,1664,4,verified,41407,2025-02-09 19:29:00,pos,mobile,MRC8447,Grocery,INR,no,Pune,MH,103.58.233.221,DEV_90530,iOS,5.02,yes,3,5,17108,2.42,0,no,RCV3980,KOTAK,Wallet,Known,no,none,none
TXN007672,CUST414,ACC93710,1643,77,verified,10204,2025-01-21 21:57:00,atm,internet,MRC4830,Online Marketplace,INR,no,Mumbai,MH,103.82.184.233,DEV_11148,Web,8.51,no,5,16,24769,0.41,4,no,RCV8147,KOTAK,Wallet,Known,yes,Account takeover,system_alert
TXN007673,CUST543,ACC91032,1273,98,incomplete,26066,2025-02-09 23:48:00,debit,branch,MRC8138,Electronics,INR,no,Indore,MP,103.246.158.235,DEV_68737,Android,273.8,no,4,2,14676,1.78,3,no,RCV5704,KOTAK,Savings,Unknown,no,none,none
TXN007674,CUST418,ACC12928,1370,3,verified,50810,2025-01-28 10:22:00,pos,pos,MRC1081,Travel,INR,no,Delhi,DL,103.181.211.3,DEV_45636,Android,186.43,yes,0,31,11092,4.58,2,no,RCV7978,HDFC,Savings,New,yes,Merchant fraud,customer_complaint
TXN007675,CUST540,ACC75158,1171,28,verified,17922,2025-01-31 07:59:00,pos,atm,MRC5903,Food,INR,no,Ahmedabad,GJ,103.147.72.43,DEV_96989,iOS,29.6,yes,7,34,29103,0.62,2,no,RCV8858,SBI,Current,High-risk,no,none,none
TXN007676,CUST191,ACC40632,1627,90,verified,134097,2025-02-09 04:10:00,neft,internet,MRC5855,Online Marketplace,INR,no,Bengaluru,KA,103.25.18.254,DEV_49748,Web,46.97,yes,1,13,895,149.66,3,no,RCV1132,BOB,Wallet,High-risk,no,none,none
TXN007677,CUST278,ACC42309,1269,98,verified,96929,2025-01-01 14:29:00,neft,pos,MRC3849,Food,INR,no,Jaipur,RJ,103.242.218.166,DEV_70435,Web,155.17,yes,0,31,5636,17.2,0,no,RCV3019,ICICI,Savings,High-risk,no,none,none
TXN007678,CUST155,ACC19280,1681,15,verified,4919,2025-02-05 03:31:00,imps,internet,MRC5731,Electronics,INR,no,Mumbai,MH,103.18.95.46,DEV_11465,iOS,48.61,yes,4,19,24639,0.2,5,yes,RCV1433,HDFC,Current,High-risk,no,none,none
TXN007679,CUST254,ACC50449,803,8,verified,136543,2025-01-05 17:04:00,upi,branch,MRC4621,Clothing,INR,no,Gurgaon,HR,103.201.35.87,DEV_56088,Android,31.16,yes,3,23,12836,10.64,4,no,RCV8806,KOTAK,Wallet,Unknown,yes,Merchant fraud,system_alert
TXN007680,CUST771,ACC97171,1036,48,verified,12084,2025-01-23 09:12:00,upi,mobile,MRC1914,Online Marketplace,INR,no,Ahmedabad,GJ,103.164.163.244,DEV_80782,Web,24.68,yes,2,24,20655,0.59,5,no,RCV6143,ICICI,Current,New,no,none,none
TXN007681,CUST210,ACC36957,1604,99,verified,88397,2025-01-15 05:33:00,imps,mobile,MRC2762,Electronics,INR,no,Indore,MP,103.104.210.104,DEV_62874,Web,35.54,yes,8,27,18200,4.86,2,no,RCV4636,SBI,Savings,Unknown,no,none,none
TXN007682,CUST236,ACC46895,125,88,verified,140452,2025-01-05 21:22:00,imps,internet,MRC6932,Bills,INR,no,Noida,UP,103.50.87.141,DEV_66268,iOS,61.7,yes,7,2,27562,5.1,5,yes,RCV5954,SBI,Wallet,High-risk,no,none,none
TXN007683,CUST331,ACC80499,1505,52,pending,131464,2025-01-28 05:17:00,neft,atm,MRC5318,Online Marketplace,INR,no,Bhopal,MP,103.37.206.52,DEV_10889,Android,164.7,yes,4,27,4633,28.37,2,yes,RCV6462,HDFC,Current,Known,no,none,none
TXN007684,CUST567,ACC31695,1164,55,verified,71079,2025-01-01 11:25:00,neft,branch,MRC7692,Online Marketplace,INR,no,Chandigarh,CH,103.186.138.235,DEV_75066,Android,23.71,yes,9,20,18322,3.88,2,no,RCV2078,HDFC,Savings,High-risk,no,none,none
TXN007685,CUST831,ACC84893,943,37,verified,140354,2025-01-11 22:37:00,neft,pos,MRC7174,Bills,INR,no,Surat,GJ,103.206.21.3,DEV_73400,Web,175.86,yes,9,5,13199,10.63,4,no,RCV1353,SBI,Savings,Unknown,no,none,none
TXN007686,CUST580,ACC73123,1931,4,verified,44462,2025-01-27 05:55:00,credit,branch,MRC9430,Food,INR,no,Kolkata,WB,103.243.56.87,DEV_26963,Android,158.02,yes,9,35,25723,1.73,5,no,RCV3630,SBI,Savings,Known,no,none,none
TXN007687,CUST167,ACC35176,1516,55,verified,2676,2025-02-02 11:25:00,credit,atm,MRC6673,Online Marketplace,INR,no,Mumbai,MH,103.25.4.101,DEV_42931,iOS,97.03,yes,7,8,26454,0.1,1,no,RCV4840,AXIS,Wallet,New,no,none,none
TXN007688,CUST913,ACC28409,1434,12,verified,104682,2025-02-05 12:06:00,credit,pos,MRC2645,Grocery,INR,no,Pune,MH,103.62.184.139,DEV_72185,iOS,173.36,no,4,22,19718,5.31,0,no,RCV9845,BOB,Savings,Known,no,none,none
TXN007689,CUST348,ACC66967,1234,19,verified,919,2025-02-01 22:27:00,imps,atm,MRC3016,Travel,INR,no,Indore,MP,103.179.1.165,DEV_32382,Android,29.3,yes,2,30,3089,0.3,3,no,RCV9597,ICICI,Wallet,High-risk,no,none,none
TXN007690,CUST422,ACC10987,301,79,verified,175622,2025-02-09 09:46:00,credit,branch,MRC8816,Bills,INR,no,Chennai,TN,103.56.245.38,DEV_16743,iOS,5.59,yes,8,23,17746,9.9,0,yes,RCV3147,HDFC,Wallet,High-risk,yes,Card theft,customer_complaint
TXN007691,CUST617,ACC64462,351,57,verified,86245,2025-01-07 15:36:00,upi,branch,MRC7857,Food,INR,no,Chennai,TN,103.157.27.170,DEV_15878,Android,14.77,yes,9,16,5562,15.5,3,no,RCV8228,ICICI,Current,Unknown,no,none,none
TXN007692,CUST891,ACC77501,1024,94,pending,194571,2025-01-15 06:02:00,imps,internet,MRC3043,Grocery,INR,no,Bhopal,MP,103.68.168.154,DEV_28752,Android,57.17,yes,7,25,24206,8.04,3,no,RCV6318,BOB,Current,New,yes,Card theft,system_alert
TXN007693,CUST531,ACC36015,1643,37,verified,183944,2025-01-18 16:46:00,upi,atm,MRC9670,Grocery,INR,no,Ahmedabad,GJ,103.199.168.160,DEV_36962,Web,119.73,no,9,33,22787,8.07,3,yes,RCV3169,KOTAK,Wallet,New,no,none,none
TXN007694,CUST586,ACC76404,1249,76,verified,155485,2025-02-05 01:09:00,imps,mobile,MRC2204,Fuel,INR,no,Gurgaon,HR,103.141.43.105,DEV_68233,Web,88.35,yes,4,4,23209,6.7,4,no,RCV6457,HDFC,Savings,Unknown,no,none,none
TXN007695,CUST705,ACC60281,1669,83,verified,72348,2025-01-27 13:12:00,pos,atm,MRC8050,Electronics,INR,no,Chandigarh,CH,103.18.219.236,DEV_42469,iOS,241.73,yes,6,1,8962,8.07,1,yes,RCV1563,SBI,Savings,New,no,none,none
TXN007696,CUST528,ACC47146,594,98,verified,126408,2025-01-22 21:31:00,debit,atm,MRC9565,Online Marketplace,INR,no,Gurgaon,HR,103.109.246.227,DEV_88735,Web,100.62,yes,4,21,20168,6.27,1,no,RCV6990,SBI,Current,New,no,none,none
TXN007697,CUST368,ACC58231,1399,7,verified,146029,2025-01-27 07:23:00,upi,pos,MRC6480,Clothing,INR,no,Kolkata,WB,103.16.93.242,DEV_27495,Web,5.05,yes,0,4,18563,7.87,1,no,RCV3730,ICICI,Savings,New,no,none,none
TXN007698,CUST808,ACC39032,1923,92,verified,27183,2025-01-22 18:20:00,pos,pos,MRC6391,Online Marketplace,INR,yes,Ahmedabad,GJ,103.100.75.70,DEV_19494,Web,66.13,yes,2,25,10145,2.68,3,no,RCV5930,ICICI,Current,New,no,none,none
TXN007699,CUST636,ACC38305,1675,55,verified,27665,2025-01-17 12:33:00,imps,internet,MRC6132,Food,INR,no,Indore,MP,103.224.190.85,DEV_31627,Android,140.1,no,6,20,5109,5.41,1,no,RCV6996,AXIS,Savings,Unknown,no,none,none
TXN007700,CUST247,ACC64306,1502,28,verified,114365,2025-01-12 18:30:00,atm,mobile,MRC6541,Food,INR,no,Delhi,DL,103.222.116.152,DEV_51411,Web,2.68,yes,9,1,20683,5.53,3,yes,RCV4348,BOB,Savings,New,no,none,none
TXN007701,CUST217,ACC98176,1451,93,verified,5851,2025-01-20 18:53:00,imps,branch,MRC7028,Online Marketplace,INR,no,Hyderabad,TS,103.215.187.159,DEV_26424,Web,13.29,yes,1,34,26591,0.22,4,no,RCV5029,KOTAK,Wallet,High-risk,no,none,none
TXN007702,CUST949,ACC28318,36,37,verified,29385,2025-02-09 14:47:00,debit,mobile,MRC9590,Travel,INR,no,Chandigarh,CH,103.22.221.163,DEV_68292,iOS,164.8,yes,9,20,11475,2.56,0,no,RCV8890,SBI,Savings,High-risk,no,none,none
TXN007703,CUST466,ACC23246,1710,84,verified,71250,2025-01-07 16:57:00,imps,mobile,MRC8567,Clothing,INR,no,Gurgaon,HR,103.168.242.142,DEV_14280,Android,127.51,yes,8,14,4840,14.72,1,no,RCV7419,BOB,Current,New,no,none,none
TXN007704,CUST949,ACC43844,464,61,verified,37502,2025-01-09 14:34:00,debit,mobile,MRC5264,Online Marketplace,INR,no,Bhopal,MP,103.50.25.115,DEV_75183,Android,53.75,yes,3,13,12453,3.01,0,no,RCV5502,SBI,Current,New,no,none,none
TXN007705,CUST165,ACC42602,927,75,verified,86376,2025-02-02 05:12:00,credit,internet,MRC2073,Online Marketplace,INR,no,Kolkata,WB,103.190.6.93,DEV_24127,iOS,1.62,yes,2,25,24716,3.49,1,yes,RCV5233,KOTAK,Current,New,no,none,none
TXN007706,CUST912,ACC31584,589,39,pending,85664,2025-02-09 04:49:00,upi,internet,MRC4179,Clothing,INR,no,Bengaluru,KA,103.122.152.22,DEV_14880,Web,21.2,yes,3,7,3888,22.03,3,no,RCV2259,ICICI,Wallet,Known,no,none,none
